M_ini      Z_ini  OmOc_ini  M        logL     logTe_c  logTe_nc      MBol        MV       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC    r_pol   oblat   g_pol    Omega_S      v_eq   v_crit1   v_crit2  Om/Om_cr lg(Md) lg(Md_M) Ga_Ed         H1        He4        C12        C13        N14        O16        O17        O18       Ne20       Ne22       Al26
Isochrone for log(time) = 6.00000
 28.224  0.000400  0.000   28.216    5.0392    4.6582    4.6582   -7.8481   -3.7126   -1.1826   -0.3519   -0.1508   -0.4423   -0.2385   -0.0383   -1.0063   -0.0792   -0.3067    0.3783         1   -4.1355     5.33  1.0000   4.435  0.000E+00      0.00      0.00      0.00  0.0000  -8.084   0.000   0.106  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  0.000E+00
 30.732  0.000400  0.000   30.721    5.1300    4.6693    4.6693   -8.0751   -3.8547   -1.1858   -0.3553   -0.1523   -0.4467   -0.2410   -0.0388   -1.0170   -0.0804   -0.3097    0.3820         1   -4.2204     5.62  1.0000   4.425  0.000E+00      0.00      0.00      0.00  0.0000  -7.936   0.000   0.119  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  0.000E+00
 33.463  0.000400  0.000   33.448    5.2177    4.6796    4.6796   -8.2943   -3.9945   -1.1887   -0.3585   -0.1537   -0.4511   -0.2433   -0.0392   -1.0268   -0.0816   -0.3126    0.3857         1   -4.2998     5.93  1.0000   4.416  0.000E+00      0.00      0.00      0.00  0.0000  -7.799   0.000   0.134  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  0.000E+00
 36.436  0.000400  0.000   36.417    5.3026    4.6893    4.6893   -8.5064   -4.1326   -1.1916   -0.3615   -0.1552   -0.4554   -0.2454   -0.0397   -1.0356   -0.0829   -0.3156    0.3894         1   -4.3738     6.25  1.0000   4.407  0.000E+00      0.00      0.00      0.00  0.0000  -7.670   0.000   0.150  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  0.000E+00
 39.674  0.000400  0.000   39.649    5.3874    4.6988    4.6988   -8.7186   -4.2713   -1.1945   -0.3643   -0.1567   -0.4600   -0.2473   -0.0401   -1.0440   -0.0842   -0.3187    0.3932         1   -4.4472     6.60  1.0000   4.397  0.000E+00      0.00      0.00      0.00  0.0000  -7.541   0.000   0.166  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  0.000E+00
 43.200  0.000400  0.000   43.167    5.4652    4.7068    4.7068   -8.9130   -4.4048   -1.1971   -0.3667   -0.1580   -0.4641   -0.2489   -0.0405   -1.0509   -0.0854   -0.3215    0.3966         1   -4.5083     6.96  1.0000   4.388  0.000E+00      0.00      0.00      0.00  0.0000  -7.431   0.000   0.184  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  0.000E+00
 47.039  0.000400  0.000   46.997    5.5423    4.7145    4.7145   -9.1057   -4.5385   -1.1997   -0.3690   -0.1594   -0.4682   -0.2504   -0.0408   -1.0573   -0.0866   -0.3243    0.4001         1   -4.5672     7.34  1.0000   4.379  0.000E+00      0.00      0.00      0.00  0.0000  -7.323   0.000   0.204  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  0.000E+00
 51.219  0.000400  0.000   51.165    5.6194    4.7221    4.7221   -9.2984   -4.6756   -1.2021   -0.3712   -0.1606   -0.4718   -0.2518   -0.0412   -1.0636   -0.0877   -0.3268    0.4032         1   -4.6228     7.74  1.0000   4.369  0.000E+00      0.00      0.00      0.00  0.0000  -7.215   0.000   0.223  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  0.000E+00
 55.771  0.000400  0.000   55.703    5.6964    4.7296    4.7296   -9.4910   -4.8157   -1.2043   -0.3734   -0.1617   -0.4750   -0.2533   -0.0415   -1.0699   -0.0886   -0.3290    0.4058         1   -4.6752     8.17  1.0000   4.359  0.000E+00      0.00      0.00      0.00  0.0000  -7.106   0.000   0.243  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  0.000E+00
 60.727  0.000400  0.000   60.642    5.7723    4.7368    4.7368   -9.6806   -4.9564   -1.2063   -0.3754   -0.1626   -0.4780   -0.2547   -0.0418   -1.0758   -0.0895   -0.3310    0.4083         1   -4.7242     8.63  1.0000   4.349  0.000E+00      0.00      0.00      0.00  0.0000  -6.999   0.000   0.263  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  0.000E+00
 66.124  0.000400  0.000   66.019    5.8410    4.7423    4.7423   -9.8524   -5.0906   -1.2078   -0.3769   -0.1634   -0.4803   -0.2557   -0.0420   -1.0804   -0.0902   -0.3326    0.4103         1   -4.7618     9.10  1.0000   4.339  0.000E+00      0.00      0.00      0.00  0.0000  -6.910   0.000   0.285  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  0.000E+00
 72.000  0.000400  0.000   71.873    5.9096    4.7478    4.7478  -10.0241   -5.2259   -1.2093   -0.3784   -0.1641   -0.4825   -0.2568   -0.0422   -1.0848   -0.0909   -0.3341    0.4122         1   -4.7982     9.61  1.0000   4.329  0.000E+00      0.00      0.00      0.00  0.0000  -6.820   0.000   0.307  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  0.000E+00
 78.399  0.000400  0.000   78.243    5.9783    4.7531    4.7531  -10.1957   -5.3622   -1.2108   -0.3799   -0.1648   -0.4847   -0.2578   -0.0425   -1.0891   -0.0916   -0.3357    0.4140         1   -4.8334    10.15  1.0000   4.318  0.000E+00      0.00      0.00      0.00  0.0000  -6.730   0.000   0.329  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  0.000E+00
 85.366  0.000400  0.000   85.177    6.0465    4.7582    4.7582  -10.3662   -5.4995   -1.2121   -0.3813   -0.1655   -0.4868   -0.2587   -0.0427   -1.0931   -0.0922   -0.3371    0.4157         1   -4.8667    10.72  1.0000   4.307  0.000E+00      0.00      0.00      0.00  0.0000  -6.639   0.000   0.352  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  4.839E-31
 92.952  0.000400  0.000   92.728    6.1086    4.7618    4.7618  -10.5216   -5.6312   -1.2132   -0.3823   -0.1660   -0.4883   -0.2594   -0.0428   -1.0960   -0.0927   -0.3381    0.4170         1   -4.8904    11.33  1.0000   4.297  0.000E+00      0.00      0.00      0.00  0.0000  -6.561   0.000   0.374  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  1.110E-29
101.212  0.000400  0.000  100.946    6.1707    4.7653    4.7653  -10.6768   -5.7637   -1.2141   -0.3832   -0.1665   -0.4897   -0.2601   -0.0429   -1.0989   -0.0931   -0.3391    0.4182         1   -4.9131    11.97  1.0000   4.285  0.000E+00      0.00      0.00      0.00  0.0000  -6.483   0.000   0.397  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  2.545E-29
110.206  0.000400  0.000  109.891    6.2326    4.7686    4.7686  -10.8315   -5.8968   -1.2151   -0.3842   -0.1669   -0.4911   -0.2607   -0.0431   -1.1016   -0.0935   -0.3401    0.4194         1   -4.9347    12.66  1.0000   4.274  0.000E+00      0.00      0.00      0.00  0.0000  -6.404   0.000   0.420  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  4.339E-29
120.000  0.000400  0.000  119.626    6.2944    4.7718    4.7718  -10.9859   -6.0309   -1.2159   -0.3851   -0.1674   -0.4924   -0.2613   -0.0432   -1.1041   -0.0939   -0.3410    0.4205         1   -4.9550    13.39  1.0000   4.262  0.000E+00      0.00      0.00      0.00  0.0000  -6.325   0.000   0.443  7.507E-01  2.489E-01  6.523E-05  7.916E-07  1.882E-05  1.634E-04  6.473E-08  3.686E-07  5.363E-05  4.337E-06  6.475E-29
